date,date_yyyymmdd,day_of_week,is_weekday,is_weekend,is_holiday,week_number,month,year
2/1/27,20270201,Monday,1,0,0,5,February,2027
2/2/27,20270202,Tuesday,1,0,0,5,February,2027
2/3/27,20270203,Wednesday,1,0,0,5,February,2027
2/4/27,20270204,Thursday,1,0,0,5,February,2027
2/5/27,20270205,Friday,1,0,0,5,February,2027
2/6/27,20270206,Saturday,0,1,0,5,February,2027
2/7/27,20270207,Sunday,0,1,0,6,February,2027
2/8/27,20270208,Monday,1,0,0,6,February,2027
2/9/27,20270209,Tuesday,1,0,0,6,February,2027
2/10/27,20270210,Wednesday,1,0,0,6,February,2027
2/11/27,20270211,Thursday,1,0,0,6,February,2027
2/12/27,20270212,Friday,1,0,0,6,February,2027
2/13/27,20270213,Saturday,0,1,0,6,February,2027
2/14/27,20270214,Sunday,0,1,0,7,February,2027
2/15/27,20270215,Monday,1,0,0,7,February,2027
2/16/27,20270216,Tuesday,1,0,0,7,February,2027
2/17/27,20270217,Wednesday,1,0,0,7,February,2027
2/18/27,20270218,Thursday,1,0,0,7,February,2027
2/19/27,20270219,Friday,1,0,0,7,February,2027
2/20/27,20270220,Saturday,0,1,0,7,February,2027
2/21/27,20270221,Sunday,0,1,0,8,February,2027
2/22/27,20270222,Monday,1,0,0,8,February,2027
2/23/27,20270223,Tuesday,1,0,0,8,February,2027
2/24/27,20270224,Wednesday,1,0,0,8,February,2027
2/25/27,20270225,Thursday,1,0,0,8,February,2027
2/26/27,20270226,Friday,1,0,0,8,February,2027
2/27/27,20270227,Saturday,0,1,0,8,February,2027
2/28/27,20270228,Sunday,0,1,0,9,February,2027
3/1/27,20270301,Monday,1,0,0,9,March,2027
3/2/27,20270302,Tuesday,1,0,0,9,March,2027
3/3/27,20270303,Wednesday,1,0,0,9,March,2027
3/4/27,20270304,Thursday,1,0,0,9,March,2027
3/5/27,20270305,Friday,1,0,0,9,March,2027
3/6/27,20270306,Saturday,0,1,0,9,March,2027
3/7/27,20270307,Sunday,0,1,0,10,March,2027
3/8/27,20270308,Monday,1,0,0,10,March,2027
3/9/27,20270309,Tuesday,1,0,0,10,March,2027
3/10/27,20270310,Wednesday,1,0,0,10,March,2027
3/11/27,20270311,Thursday,1,0,0,10,March,2027
3/12/27,20270312,Friday,1,0,0,10,March,2027
3/13/27,20270313,Saturday,0,1,0,10,March,2027
3/14/27,20270314,Sunday,0,1,0,11,March,2027
3/15/27,20270315,Monday,1,0,0,11,March,2027
3/16/27,20270316,Tuesday,1,0,0,11,March,2027
3/17/27,20270317,Wednesday,1,0,0,11,March,2027
3/18/27,20270318,Thursday,1,0,0,11,March,2027
3/19/27,20270319,Friday,1,0,0,11,March,2027
3/20/27,20270320,Saturday,0,1,0,11,March,2027
3/21/27,20270321,Sunday,0,1,0,12,March,2027
3/22/27,20270322,Monday,1,0,0,12,March,2027
3/23/27,20270323,Tuesday,1,0,0,12,March,2027
3/24/27,20270324,Wednesday,1,0,0,12,March,2027
3/25/27,20270325,Thursday,1,0,0,12,March,2027
3/26/27,20270326,Friday,1,0,0,12,March,2027
3/27/27,20270327,Saturday,0,1,0,12,March,2027
3/28/27,20270328,Sunday,0,1,0,13,March,2027
3/29/27,20270329,Monday,1,0,0,13,March,2027
3/30/27,20270330,Tuesday,1,0,0,13,March,2027
3/31/27,20270331,Wednesday,1,0,0,13,March,2027
4/1/27,20270401,Thursday,1,0,0,13,April,2027
4/2/27,20270402,Friday,1,0,0,13,April,2027
4/3/27,20270403,Saturday,0,1,0,13,April,2027
4/4/27,20270404,Sunday,0,1,0,14,April,2027
4/5/27,20270405,Monday,1,0,0,14,April,2027
4/6/27,20270406,Tuesday,1,0,0,14,April,2027
4/7/27,20270407,Wednesday,1,0,0,14,April,2027
4/8/27,20270408,Thursday,1,0,0,14,April,2027
4/9/27,20270409,Friday,1,0,0,14,April,2027
4/10/27,20270410,Saturday,0,1,0,14,April,2027
4/11/27,20270411,Sunday,0,1,0,15,April,2027
4/12/27,20270412,Monday,1,0,0,15,April,2027
4/13/27,20270413,Tuesday,1,0,0,15,April,2027
4/14/27,20270414,Wednesday,1,0,0,15,April,2027
4/15/27,20270415,Thursday,1,0,0,15,April,2027
4/16/27,20270416,Friday,1,0,0,15,April,2027
4/17/27,20270417,Saturday,0,1,0,15,April,2027
4/18/27,20270418,Sunday,0,1,0,16,April,2027
4/19/27,20270419,Monday,1,0,0,16,April,2027
4/20/27,20270420,Tuesday,1,0,0,16,April,2027
4/21/27,20270421,Wednesday,1,0,0,16,April,2027
4/22/27,20270422,Thursday,1,0,0,16,April,2027
4/23/27,20270423,Friday,1,0,0,16,April,2027
4/24/27,20270424,Saturday,0,1,0,16,April,2027
4/25/27,20270425,Sunday,0,1,0,17,April,2027
4/26/27,20270426,Monday,1,0,0,17,April,2027
4/27/27,20270427,Tuesday,1,0,0,17,April,2027
4/28/27,20270428,Wednesday,1,0,0,17,April,2027
4/29/27,20270429,Thursday,1,0,0,17,April,2027
4/30/27,20270430,Friday,1,0,0,17,April,2027
5/1/27,20270501,Saturday,0,1,0,17,May,2027
5/2/27,20270502,Sunday,0,1,0,18,May,2027
5/3/27,20270503,Monday,1,0,0,18,May,2027
5/4/27,20270504,Tuesday,1,0,0,18,May,2027
5/5/27,20270505,Wednesday,1,0,0,18,May,2027
5/6/27,20270506,Thursday,1,0,0,18,May,2027
5/7/27,20270507,Friday,1,0,0,18,May,2027
5/8/27,20270508,Saturday,0,1,0,18,May,2027
5/9/27,20270509,Sunday,0,1,0,19,May,2027
5/10/27,20270510,Monday,1,0,0,19,May,2027
5/11/27,20270511,Tuesday,1,0,0,19,May,2027
5/12/27,20270512,Wednesday,1,0,0,19,May,2027
5/13/27,20270513,Thursday,1,0,0,19,May,2027
5/14/27,20270514,Friday,1,0,0,19,May,2027
5/15/27,20270515,Saturday,0,1,0,19,May,2027
5/16/27,20270516,Sunday,0,1,0,20,May,2027
5/17/27,20270517,Monday,1,0,0,20,May,2027
5/18/27,20270518,Tuesday,1,0,0,20,May,2027
5/19/27,20270519,Wednesday,1,0,0,20,May,2027
5/20/27,20270520,Thursday,1,0,0,20,May,2027
5/21/27,20270521,Friday,1,0,0,20,May,2027
5/22/27,20270522,Saturday,0,1,0,20,May,2027
5/23/27,20270523,Sunday,0,1,0,21,May,2027
5/24/27,20270524,Monday,1,0,0,21,May,2027
5/25/27,20270525,Tuesday,1,0,0,21,May,2027
5/26/27,20270526,Wednesday,1,0,0,21,May,2027
5/27/27,20270527,Thursday,1,0,0,21,May,2027
5/28/27,20270528,Friday,1,0,0,21,May,2027
5/29/27,20270529,Saturday,0,1,0,21,May,2027
5/30/27,20270530,Sunday,0,1,0,22,May,2027
5/31/27,20270531,Monday,1,0,0,22,May,2027
6/1/27,20270601,Tuesday,1,0,0,22,June,2027
6/2/27,20270602,Wednesday,1,0,0,22,June,2027
6/3/27,20270603,Thursday,1,0,0,22,June,2027
6/4/27,20270604,Friday,1,0,0,22,June,2027
6/5/27,20270605,Saturday,0,1,0,22,June,2027
6/6/27,20270606,Sunday,0,1,0,23,June,2027
6/7/27,20270607,Monday,1,0,0,23,June,2027
6/8/27,20270608,Tuesday,1,0,0,23,June,2027
6/9/27,20270609,Wednesday,1,0,0,23,June,2027
6/10/27,20270610,Thursday,1,0,0,23,June,2027
6/11/27,20270611,Friday,1,0,0,23,June,2027
6/12/27,20270612,Saturday,0,1,0,23,June,2027
6/13/27,20270613,Sunday,0,1,0,24,June,2027
6/14/27,20270614,Monday,1,0,0,24,June,2027
6/15/27,20270615,Tuesday,1,0,0,24,June,2027
6/16/27,20270616,Wednesday,1,0,0,24,June,2027
6/17/27,20270617,Thursday,1,0,0,24,June,2027
6/18/27,20270618,Friday,1,0,0,24,June,2027
6/19/27,20270619,Saturday,0,1,0,24,June,2027
6/20/27,20270620,Sunday,0,1,0,25,June,2027
6/21/27,20270621,Monday,1,0,0,25,June,2027
6/22/27,20270622,Tuesday,1,0,0,25,June,2027
6/23/27,20270623,Wednesday,1,0,0,25,June,2027
6/24/27,20270624,Thursday,1,0,0,25,June,2027
6/25/27,20270625,Friday,1,0,0,25,June,2027
6/26/27,20270626,Saturday,0,1,0,25,June,2027
6/27/27,20270627,Sunday,0,1,0,26,June,2027
6/28/27,20270628,Monday,1,0,0,26,June,2027
6/29/27,20270629,Tuesday,1,0,0,26,June,2027
6/30/27,20270630,Wednesday,1,0,0,26,June,2027
7/1/27,20270701,Thursday,1,0,0,26,July,2027
7/2/27,20270702,Friday,1,0,0,26,July,2027
7/3/27,20270703,Saturday,0,1,0,26,July,2027
7/4/27,20270704,Sunday,0,1,0,27,July,2027
7/5/27,20270705,Monday,1,0,0,27,July,2027
7/6/27,20270706,Tuesday,1,0,0,27,July,2027
7/7/27,20270707,Wednesday,1,0,0,27,July,2027
7/8/27,20270708,Thursday,1,0,0,27,July,2027
7/9/27,20270709,Friday,1,0,0,27,July,2027
7/10/27,20270710,Saturday,0,1,0,27,July,2027
7/11/27,20270711,Sunday,0,1,0,28,July,2027
7/12/27,20270712,Monday,1,0,0,28,July,2027
7/13/27,20270713,Tuesday,1,0,0,28,July,2027
7/14/27,20270714,Wednesday,1,0,0,28,July,2027
7/15/27,20270715,Thursday,1,0,0,28,July,2027
7/16/27,20270716,Friday,1,0,0,28,July,2027
7/17/27,20270717,Saturday,0,1,0,28,July,2027
7/18/27,20270718,Sunday,0,1,0,29,July,2027
7/19/27,20270719,Monday,1,0,0,29,July,2027
7/20/27,20270720,Tuesday,1,0,0,29,July,2027
7/21/27,20270721,Wednesday,1,0,0,29,July,2027
7/22/27,20270722,Thursday,1,0,0,29,July,2027
7/23/27,20270723,Friday,1,0,0,29,July,2027
7/24/27,20270724,Saturday,0,1,0,29,July,2027
7/25/27,20270725,Sunday,0,1,0,30,July,2027
7/26/27,20270726,Monday,1,0,0,30,July,2027
7/27/27,20270727,Tuesday,1,0,0,30,July,2027
7/28/27,20270728,Wednesday,1,0,0,30,July,2027
7/29/27,20270729,Thursday,1,0,0,30,July,2027
7/30/27,20270730,Friday,1,0,0,30,July,2027
7/31/27,20270731,Saturday,0,1,0,30,July,2027
8/1/27,20270801,Sunday,0,1,0,31,August,2027
8/2/27,20270802,Monday,1,0,0,31,August,2027
8/3/27,20270803,Tuesday,1,0,0,31,August,2027
8/4/27,20270804,Wednesday,1,0,0,31,August,2027
8/5/27,20270805,Thursday,1,0,0,31,August,2027
8/6/27,20270806,Friday,1,0,0,31,August,2027
8/7/27,20270807,Saturday,0,1,0,31,August,2027
8/8/27,20270808,Sunday,0,1,0,32,August,2027
8/9/27,20270809,Monday,1,0,0,32,August,2027
8/10/27,20270810,Tuesday,1,0,0,32,August,2027
8/11/27,20270811,Wednesday,1,0,0,32,August,2027
8/12/27,20270812,Thursday,1,0,0,32,August,2027
8/13/27,20270813,Friday,1,0,0,32,August,2027
8/14/27,20270814,Saturday,0,1,0,32,August,2027
8/15/27,20270815,Sunday,0,1,0,33,August,2027
8/16/27,20270816,Monday,1,0,0,33,August,2027
8/17/27,20270817,Tuesday,1,0,0,33,August,2027
8/18/27,20270818,Wednesday,1,0,0,33,August,2027
8/19/27,20270819,Thursday,1,0,0,33,August,2027
8/20/27,20270820,Friday,1,0,0,33,August,2027
8/21/27,20270821,Saturday,0,1,0,33,August,2027
8/22/27,20270822,Sunday,0,1,0,34,August,2027
8/23/27,20270823,Monday,1,0,0,34,August,2027
8/24/27,20270824,Tuesday,1,0,0,34,August,2027
8/25/27,20270825,Wednesday,1,0,0,34,August,2027
8/26/27,20270826,Thursday,1,0,0,34,August,2027
8/27/27,20270827,Friday,1,0,0,34,August,2027
8/28/27,20270828,Saturday,0,1,0,34,August,2027
8/29/27,20270829,Sunday,0,1,0,35,August,2027
8/30/27,20270830,Monday,1,0,0,35,August,2027
8/31/27,20270831,Tuesday,1,0,0,35,August,2027
9/1/27,20270901,Wednesday,1,0,0,35,September,2027
9/2/27,20270902,Thursday,1,0,0,35,September,2027
9/3/27,20270903,Friday,1,0,0,35,September,2027
9/4/27,20270904,Saturday,0,1,0,35,September,2027
9/5/27,20270905,Sunday,0,1,0,36,September,2027
9/6/27,20270906,Monday,1,0,0,36,September,2027
9/7/27,20270907,Tuesday,1,0,0,36,September,2027
9/8/27,20270908,Wednesday,1,0,0,36,September,2027
9/9/27,20270909,Thursday,1,0,0,36,September,2027
9/10/27,20270910,Friday,1,0,0,36,September,2027
9/11/27,20270911,Saturday,0,1,0,36,September,2027
9/12/27,20270912,Sunday,0,1,0,37,September,2027
9/13/27,20270913,Monday,1,0,0,37,September,2027
9/14/27,20270914,Tuesday,1,0,0,37,September,2027
9/15/27,20270915,Wednesday,1,0,0,37,September,2027
9/16/27,20270916,Thursday,1,0,0,37,September,2027
9/17/27,20270917,Friday,1,0,0,37,September,2027
9/18/27,20270918,Saturday,0,1,0,37,September,2027
9/19/27,20270919,Sunday,0,1,0,38,September,2027
9/20/27,20270920,Monday,1,0,0,38,September,2027
9/21/27,20270921,Tuesday,1,0,0,38,September,2027
9/22/27,20270922,Wednesday,1,0,0,38,September,2027
9/23/27,20270923,Thursday,1,0,0,38,September,2027
9/24/27,20270924,Friday,1,0,0,38,September,2027
9/25/27,20270925,Saturday,0,1,0,38,September,2027
9/26/27,20270926,Sunday,0,1,0,39,September,2027
9/27/27,20270927,Monday,1,0,0,39,September,2027
9/28/27,20270928,Tuesday,1,0,0,39,September,2027
9/29/27,20270929,Wednesday,1,0,0,39,September,2027
9/30/27,20270930,Thursday,1,0,0,39,September,2027
10/1/27,20271001,Friday,1,0,0,39,October,2027
10/2/27,20271002,Saturday,0,1,0,39,October,2027
10/3/27,20271003,Sunday,0,1,0,40,October,2027
10/4/27,20271004,Monday,1,0,0,40,October,2027
10/5/27,20271005,Tuesday,1,0,0,40,October,2027
10/6/27,20271006,Wednesday,1,0,0,40,October,2027
10/7/27,20271007,Thursday,1,0,0,40,October,2027
10/8/27,20271008,Friday,1,0,0,40,October,2027
10/9/27,20271009,Saturday,0,1,0,40,October,2027
10/10/27,20271010,Sunday,0,1,0,41,October,2027
10/11/27,20271011,Monday,1,0,0,41,October,2027
10/12/27,20271012,Tuesday,1,0,0,41,October,2027
10/13/27,20271013,Wednesday,1,0,0,41,October,2027
10/14/27,20271014,Thursday,1,0,0,41,October,2027
10/15/27,20271015,Friday,1,0,0,41,October,2027
10/16/27,20271016,Saturday,0,1,0,41,October,2027
10/17/27,20271017,Sunday,0,1,0,42,October,2027
10/18/27,20271018,Monday,1,0,0,42,October,2027
10/19/27,20271019,Tuesday,1,0,0,42,October,2027
10/20/27,20271020,Wednesday,1,0,0,42,October,2027
10/21/27,20271021,Thursday,1,0,0,42,October,2027
10/22/27,20271022,Friday,1,0,0,42,October,2027
10/23/27,20271023,Saturday,0,1,0,42,October,2027
10/24/27,20271024,Sunday,0,1,0,43,October,2027
10/25/27,20271025,Monday,1,0,0,43,October,2027
10/26/27,20271026,Tuesday,1,0,0,43,October,2027
10/27/27,20271027,Wednesday,1,0,0,43,October,2027
10/28/27,20271028,Thursday,1,0,0,43,October,2027
10/29/27,20271029,Friday,1,0,0,43,October,2027
10/30/27,20271030,Saturday,0,1,0,43,October,2027
10/31/27,20271031,Sunday,0,1,0,44,October,2027
11/1/27,20271101,Monday,1,0,0,44,November,2027
11/2/27,20271102,Tuesday,1,0,0,44,November,2027
11/3/27,20271103,Wednesday,1,0,0,44,November,2027
11/4/27,20271104,Thursday,1,0,0,44,November,2027
11/5/27,20271105,Friday,1,0,0,44,November,2027
11/6/27,20271106,Saturday,0,1,0,44,November,2027
11/7/27,20271107,Sunday,0,1,0,45,November,2027
11/8/27,20271108,Monday,1,0,0,45,November,2027
11/9/27,20271109,Tuesday,1,0,0,45,November,2027
11/10/27,20271110,Wednesday,1,0,0,45,November,2027
11/11/27,20271111,Thursday,1,0,0,45,November,2027
11/12/27,20271112,Friday,1,0,0,45,November,2027
11/13/27,20271113,Saturday,0,1,0,45,November,2027
11/14/27,20271114,Sunday,0,1,0,46,November,2027
11/15/27,20271115,Monday,1,0,0,46,November,2027
11/16/27,20271116,Tuesday,1,0,0,46,November,2027
11/17/27,20271117,Wednesday,1,0,0,46,November,2027
11/18/27,20271118,Thursday,1,0,0,46,November,2027
11/19/27,20271119,Friday,1,0,0,46,November,2027
11/20/27,20271120,Saturday,0,1,0,46,November,2027
11/21/27,20271121,Sunday,0,1,0,47,November,2027
11/22/27,20271122,Monday,1,0,0,47,November,2027
11/23/27,20271123,Tuesday,1,0,0,47,November,2027
11/24/27,20271124,Wednesday,1,0,0,47,November,2027
11/25/27,20271125,Thursday,1,0,0,47,November,2027
11/26/27,20271126,Friday,1,0,0,47,November,2027
11/27/27,20271127,Saturday,0,1,0,47,November,2027
11/28/27,20271128,Sunday,0,1,0,48,November,2027
11/29/27,20271129,Monday,1,0,0,48,November,2027
11/30/27,20271130,Tuesday,1,0,0,48,November,2027
12/1/27,20271201,Wednesday,1,0,0,48,December,2027
12/2/27,20271202,Thursday,1,0,0,48,December,2027
12/3/27,20271203,Friday,1,0,0,48,December,2027
12/4/27,20271204,Saturday,0,1,0,48,December,2027
12/5/27,20271205,Sunday,0,1,0,49,December,2027
12/6/27,20271206,Monday,1,0,0,49,December,2027
12/7/27,20271207,Tuesday,1,0,0,49,December,2027
12/8/27,20271208,Wednesday,1,0,0,49,December,2027
12/9/27,20271209,Thursday,1,0,0,49,December,2027
12/10/27,20271210,Friday,1,0,0,49,December,2027
12/11/27,20271211,Saturday,0,1,0,49,December,2027
12/12/27,20271212,Sunday,0,1,0,50,December,2027
12/13/27,20271213,Monday,1,0,0,50,December,2027
12/14/27,20271214,Tuesday,1,0,0,50,December,2027
12/15/27,20271215,Wednesday,1,0,0,50,December,2027
12/16/27,20271216,Thursday,1,0,0,50,December,2027
12/17/27,20271217,Friday,1,0,0,50,December,2027
12/18/27,20271218,Saturday,0,1,0,50,December,2027
12/19/27,20271219,Sunday,0,1,0,51,December,2027
12/20/27,20271220,Monday,1,0,0,51,December,2027
12/21/27,20271221,Tuesday,1,0,0,51,December,2027
12/22/27,20271222,Wednesday,1,0,0,51,December,2027
12/23/27,20271223,Thursday,1,0,0,51,December,2027
12/24/27,20271224,Friday,1,0,0,51,December,2027
12/25/27,20271225,Saturday,0,1,1,51,December,2027
12/26/27,20271226,Sunday,0,1,0,52,December,2027
12/27/27,20271227,Monday,1,0,0,52,December,2027
12/28/27,20271228,Tuesday,1,0,0,52,December,2027
12/29/27,20271229,Wednesday,1,0,0,52,December,2027
12/30/27,20271230,Thursday,1,0,0,52,December,2027
12/31/27,20271231,Friday,1,0,0,52,December,2027
1/1/28,20280101,Saturday,0,1,1,0,January,2028
1/2/28,20280102,Sunday,0,1,0,1,January,2028
1/3/28,20280103,Monday,1,0,0,1,January,2028
1/4/28,20280104,Tuesday,1,0,0,1,January,2028
1/5/28,20280105,Wednesday,1,0,0,1,January,2028
1/6/28,20280106,Thursday,1,0,0,1,January,2028
1/7/28,20280107,Friday,1,0,0,1,January,2028
1/8/28,20280108,Saturday,0,1,0,1,January,2028
1/9/28,20280109,Sunday,0,1,0,2,January,2028
1/10/28,20280110,Monday,1,0,0,2,January,2028
1/11/28,20280111,Tuesday,1,0,0,2,January,2028
1/12/28,20280112,Wednesday,1,0,0,2,January,2028
1/13/28,20280113,Thursday,1,0,0,2,January,2028
1/14/28,20280114,Friday,1,0,0,2,January,2028
1/15/28,20280115,Saturday,0,1,0,2,January,2028
1/16/28,20280116,Sunday,0,1,0,3,January,2028
1/17/28,20280117,Monday,1,0,0,3,January,2028
1/18/28,20280118,Tuesday,1,0,0,3,January,2028
1/19/28,20280119,Wednesday,1,0,0,3,January,2028
1/20/28,20280120,Thursday,1,0,0,3,January,2028
1/21/28,20280121,Friday,1,0,0,3,January,2028
1/22/28,20280122,Saturday,0,1,0,3,January,2028
1/23/28,20280123,Sunday,0,1,0,4,January,2028
1/24/28,20280124,Monday,1,0,0,4,January,2028
1/25/28,20280125,Tuesday,1,0,0,4,January,2028
1/26/28,20280126,Wednesday,1,0,0,4,January,2028
1/27/28,20280127,Thursday,1,0,0,4,January,2028
1/28/28,20280128,Friday,1,0,0,4,January,2028
1/29/28,20280129,Saturday,0,1,0,4,January,2028
1/30/28,20280130,Sunday,0,1,0,5,January,2028
1/31/28,20280131,Monday,1,0,0,5,January,2028
2/1/28,20280201,Tuesday,1,0,0,5,February,2028
2/2/28,20280202,Wednesday,1,0,0,5,February,2028
2/3/28,20280203,Thursday,1,0,0,5,February,2028
2/4/28,20280204,Friday,1,0,0,5,February,2028
2/5/28,20280205,Saturday,0,1,0,5,February,2028
2/6/28,20280206,Sunday,0,1,0,6,February,2028
2/7/28,20280207,Monday,1,0,0,6,February,2028
2/8/28,20280208,Tuesday,1,0,0,6,February,2028
2/9/28,20280209,Wednesday,1,0,0,6,February,2028
2/10/28,20280210,Thursday,1,0,0,6,February,2028
2/11/28,20280211,Friday,1,0,0,6,February,2028
2/12/28,20280212,Saturday,0,1,0,6,February,2028
2/13/28,20280213,Sunday,0,1,0,7,February,2028
2/14/28,20280214,Monday,1,0,0,7,February,2028
2/15/28,20280215,Tuesday,1,0,0,7,February,2028
2/16/28,20280216,Wednesday,1,0,0,7,February,2028
2/17/28,20280217,Thursday,1,0,0,7,February,2028
2/18/28,20280218,Friday,1,0,0,7,February,2028
2/19/28,20280219,Saturday,0,1,0,7,February,2028
2/20/28,20280220,Sunday,0,1,0,8,February,2028
2/21/28,20280221,Monday,1,0,0,8,February,2028
2/22/28,20280222,Tuesday,1,0,0,8,February,2028
2/23/28,20280223,Wednesday,1,0,0,8,February,2028
2/24/28,20280224,Thursday,1,0,0,8,February,2028
2/25/28,20280225,Friday,1,0,0,8,February,2028
2/26/28,20280226,Saturday,0,1,0,8,February,2028
2/27/28,20280227,Sunday,0,1,0,9,February,2028
2/28/28,20280228,Monday,1,0,0,9,February,2028
2/29/28,20280229,Tuesday,1,0,0,9,February,2028
3/1/28,20280301,Wednesday,1,0,0,9,March,2028
3/2/28,20280302,Thursday,1,0,0,9,March,2028
3/3/28,20280303,Friday,1,0,0,9,March,2028
3/4/28,20280304,Saturday,0,1,0,9,March,2028
3/5/28,20280305,Sunday,0,1,0,10,March,2028
3/6/28,20280306,Monday,1,0,0,10,March,2028
3/7/28,20280307,Tuesday,1,0,0,10,March,2028
3/8/28,20280308,Wednesday,1,0,0,10,March,2028
3/9/28,20280309,Thursday,1,0,0,10,March,2028
3/10/28,20280310,Friday,1,0,0,10,March,2028
3/11/28,20280311,Saturday,0,1,0,10,March,2028
3/12/28,20280312,Sunday,0,1,0,11,March,2028
3/13/28,20280313,Monday,1,0,0,11,March,2028
3/14/28,20280314,Tuesday,1,0,0,11,March,2028
3/15/28,20280315,Wednesday,1,0,0,11,March,2028
3/16/28,20280316,Thursday,1,0,0,11,March,2028
3/17/28,20280317,Friday,1,0,0,11,March,2028
3/18/28,20280318,Saturday,0,1,0,11,March,2028
3/19/28,20280319,Sunday,0,1,0,12,March,2028
3/20/28,20280320,Monday,1,0,0,12,March,2028
3/21/28,20280321,Tuesday,1,0,0,12,March,2028
3/22/28,20280322,Wednesday,1,0,0,12,March,2028
3/23/28,20280323,Thursday,1,0,0,12,March,2028
3/24/28,20280324,Friday,1,0,0,12,March,2028
3/25/28,20280325,Saturday,0,1,0,12,March,2028
3/26/28,20280326,Sunday,0,1,0,13,March,2028
3/27/28,20280327,Monday,1,0,0,13,March,2028
3/28/28,20280328,Tuesday,1,0,0,13,March,2028
3/29/28,20280329,Wednesday,1,0,0,13,March,2028
3/30/28,20280330,Thursday,1,0,0,13,March,2028
3/31/28,20280331,Friday,1,0,0,13,March,2028
4/1/28,20280401,Saturday,0,1,0,13,April,2028
4/2/28,20280402,Sunday,0,1,0,14,April,2028
4/3/28,20280403,Monday,1,0,0,14,April,2028
4/4/28,20280404,Tuesday,1,0,0,14,April,2028
4/5/28,20280405,Wednesday,1,0,0,14,April,2028
4/6/28,20280406,Thursday,1,0,0,14,April,2028
4/7/28,20280407,Friday,1,0,0,14,April,2028
4/8/28,20280408,Saturday,0,1,0,14,April,2028
4/9/28,20280409,Sunday,0,1,0,15,April,2028
4/10/28,20280410,Monday,1,0,0,15,April,2028
4/11/28,20280411,Tuesday,1,0,0,15,April,2028
4/12/28,20280412,Wednesday,1,0,0,15,April,2028
4/13/28,20280413,Thursday,1,0,0,15,April,2028
4/14/28,20280414,Friday,1,0,0,15,April,2028
4/15/28,20280415,Saturday,0,1,0,15,April,2028
4/16/28,20280416,Sunday,0,1,0,16,April,2028
4/17/28,20280417,Monday,1,0,0,16,April,2028
4/18/28,20280418,Tuesday,1,0,0,16,April,2028
4/19/28,20280419,Wednesday,1,0,0,16,April,2028
4/20/28,20280420,Thursday,1,0,0,16,April,2028
4/21/28,20280421,Friday,1,0,0,16,April,2028
4/22/28,20280422,Saturday,0,1,0,16,April,2028
4/23/28,20280423,Sunday,0,1,0,17,April,2028
4/24/28,20280424,Monday,1,0,0,17,April,2028
4/25/28,20280425,Tuesday,1,0,0,17,April,2028
4/26/28,20280426,Wednesday,1,0,0,17,April,2028
4/27/28,20280427,Thursday,1,0,0,17,April,2028
4/28/28,20280428,Friday,1,0,0,17,April,2028
4/29/28,20280429,Saturday,0,1,0,17,April,2028
4/30/28,20280430,Sunday,0,1,0,18,April,2028
5/1/28,20280501,Monday,1,0,0,18,May,2028
5/2/28,20280502,Tuesday,1,0,0,18,May,2028
5/3/28,20280503,Wednesday,1,0,0,18,May,2028
5/4/28,20280504,Thursday,1,0,0,18,May,2028
5/5/28,20280505,Friday,1,0,0,18,May,2028
5/6/28,20280506,Saturday,0,1,0,18,May,2028
5/7/28,20280507,Sunday,0,1,0,19,May,2028
5/8/28,20280508,Monday,1,0,0,19,May,2028
5/9/28,20280509,Tuesday,1,0,0,19,May,2028
5/10/28,20280510,Wednesday,1,0,0,19,May,2028
5/11/28,20280511,Thursday,1,0,0,19,May,2028
5/12/28,20280512,Friday,1,0,0,19,May,2028
5/13/28,20280513,Saturday,0,1,0,19,May,2028
5/14/28,20280514,Sunday,0,1,0,20,May,2028
5/15/28,20280515,Monday,1,0,0,20,May,2028
5/16/28,20280516,Tuesday,1,0,0,20,May,2028
5/17/28,20280517,Wednesday,1,0,0,20,May,2028
5/18/28,20280518,Thursday,1,0,0,20,May,2028
5/19/28,20280519,Friday,1,0,0,20,May,2028
5/20/28,20280520,Saturday,0,1,0,20,May,2028
5/21/28,20280521,Sunday,0,1,0,21,May,2028
5/22/28,20280522,Monday,1,0,0,21,May,2028
5/23/28,20280523,Tuesday,1,0,0,21,May,2028
5/24/28,20280524,Wednesday,1,0,0,21,May,2028
5/25/28,20280525,Thursday,1,0,0,21,May,2028
5/26/28,20280526,Friday,1,0,0,21,May,2028
5/27/28,20280527,Saturday,0,1,0,21,May,2028
5/28/28,20280528,Sunday,0,1,0,22,May,2028
5/29/28,20280529,Monday,1,0,0,22,May,2028
5/30/28,20280530,Tuesday,1,0,0,22,May,2028
5/31/28,20280531,Wednesday,1,0,0,22,May,2028
6/1/28,20280601,Thursday,1,0,0,22,June,2028
6/2/28,20280602,Friday,1,0,0,22,June,2028
6/3/28,20280603,Saturday,0,1,0,22,June,2028
6/4/28,20280604,Sunday,0,1,0,23,June,2028
6/5/28,20280605,Monday,1,0,0,23,June,2028
6/6/28,20280606,Tuesday,1,0,0,23,June,2028
6/7/28,20280607,Wednesday,1,0,0,23,June,2028
6/8/28,20280608,Thursday,1,0,0,23,June,2028
6/9/28,20280609,Friday,1,0,0,23,June,2028
6/10/28,20280610,Saturday,0,1,0,23,June,2028
6/11/28,20280611,Sunday,0,1,0,24,June,2028
6/12/28,20280612,Monday,1,0,0,24,June,2028
